POSTING DATE,EFFECTIVE DATE,CREATE DATE,Customer/Vendor Code,Customer/Vendor Name,LOB,Region,BP TYPE,City,STATE,From WhsCode,From WhsName,To whsCode,TO WhsName,Model TYPE,Transfer Type,U_Frt,U_ActShipType,PRODUCT CATEGORY,ItemCode,Description,QUANTITY,UNIT,RATE,SO ID,SO Creation Date,SO Due Date,U_DocStatus,U_SOTYPE,BP CATEGORY,Document Type,TRANSPORTER NAME,U_GRNNO,Loading/Unloading,Detention,KITITEM,U_AssetClass,Customer Type,U_TRINPD
12/8/2020,12/8/2020,12/8/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wedges,A140000009,BW LLDP Wedge(1000 x 130 x 200),408,Nos,370,2020/6997,12/8/2020,12/9/2020,C,Rent,Beverage,Allot,Customer Transport,,,,,Belts & Wedges,,
12/12/2020,12/12/2020,12/12/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/6993,12/8/2020,12/9/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
12/12/2020,12/12/2020,12/12/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/6993,12/8/2020,12/9/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
12/14/2020,12/14/2020,12/14/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/6993,12/8/2020,12/9/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
12/21/2020,12/21/2020,12/21/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wedges,A140000009,BW LLDP Wedge(1000 x 130 x 200),600,Nos,370,2020/7446,12/21/2020,12/22/2020,C,Rent,Beverage,Allot,Customer Transport,,,,,Belts & Wedges,,
12/23/2020,12/23/2020,12/23/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/6993,12/8/2020,12/9/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
12/24/2020,12/24/2020,12/24/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7542,12/23/2020,12/24/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
12/25/2020,12/25/2020,12/25/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7542,12/23/2020,12/24/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
12/26/2020,12/26/2020,12/26/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7542,12/23/2020,12/24/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
12/26/2020,12/26/2020,12/26/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7542,12/23/2020,12/24/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
12/26/2020,12/26/2020,12/26/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7542,12/23/2020,12/24/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
12/28/2020,12/28/2020,12/28/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,127433,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,,,,Wooden Pallet,,
12/28/2020,12/28/2020,12/28/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,6,,,Wooden Pallet,,
12/29/2020,12/29/2020,12/29/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Active Enterprises,,0,,,Wooden Pallet,,
12/29/2020,12/29/2020,12/29/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
12/29/2020,12/29/2020,12/29/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,0,,,Wooden Pallet,,
12/30/2020,12/30/2020,12/30/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,,,,Wooden Pallet,,
12/30/2020,12/30/2020,12/30/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,286,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,,,,Wooden Pallet,,
12/30/2020,12/30/2020,12/30/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Active Enterprises,,0,,,Wooden Pallet,,
12/31/2020,12/31/2020,12/31/2020,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
1/1/2021,1/1/2021,1/1/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
1/1/2021,1/1/2021,1/1/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Active Enterprises,2824,0,,,Wooden Pallet,,
1/2/2021,1/2/2021,1/2/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,206,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
1/2/2021,1/2/2021,1/2/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,8000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,186,,,,Wooden Pallet,,
1/3/2021,1/3/2021,1/3/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Active Enterprises,2853,300,,,Wooden Pallet,,
1/15/2021,1/15/2021,1/15/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,0,0,,,Wooden Pallet,,
1/16/2021,1/16/2021,1/16/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,MH02,Company India Pune,10000237,HCCL,Allot,CompanyOUT,0,Customer Transport,Wedges,A140000009,BW LLDP Wedge(1000 x 130 x 200),651,Nos,370,2020/8307,1/16/2021,1/18/2021,C,Rent,Beverage,Allot,Customer Transport,272009201,,,,Belts & Wedges,,
1/16/2021,1/16/2021,1/16/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,MH02,Company India Pune,10000237,HCCL,Allot,CompanyOUT,0,Customer Transport,Belt,A140000002,BW Strapping Belt(double end 7 meters with Latches and Hooks),9,Nos,225,2020/8307,1/16/2021,1/18/2021,C,Rent,Beverage,Allot,Customer Transport,272009201,,,,Belts & Wedges,,
1/18/2021,1/18/2021,1/18/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,MP02,Company India Indore,10000237,HCCL,Allot,CompanyOUT,0,Customer Transport,Wedges,A140000009,BW LLDP Wedge(1000 x 130 x 200),912,Nos,370,2020/8370,1/18/2021,1/19/2021,C,Rent,Beverage,Allot,Customer Transport,,0,,,Belts & Wedges,,
1/18/2021,1/18/2021,1/18/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,MP02,Company India Indore,10000237,HCCL,Allot,CompanyOUT,0,Customer Transport,Belt,A140000002,BW Strapping Belt(double end 7 meters with Latches and Hooks),3,Nos,225,2020/8370,1/18/2021,1/19/2021,C,Rent,Beverage,Allot,Customer Transport,,0,,,Belts & Wedges,,
1/18/2021,1/18/2021,1/18/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
1/19/2021,1/19/2021,1/19/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
1/20/2021,1/20/2021,1/20/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
1/20/2021,1/19/2021,1/20/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,,Customer Transport,Wedges,A140000009,BW LLDP Wedge(1000 x 130 x 200),480,Nos,370,2020/8410,1/20/2021,1/21/2021,C,Rent,Beverage,Allot,Customer Transport,,,,,Belts & Wedges,,
1/20/2021,1/19/2021,1/20/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,,Customer Transport,Belt,A140000002,BW Strapping Belt(double end 7 meters with Latches and Hooks),44,Nos,225,2020/8410,1/20/2021,1/21/2021,C,Rent,Beverage,Allot,Customer Transport,,,,,Belts & Wedges,,
1/23/2021,1/23/2021,1/23/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,0,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
1/23/2021,1/23/2021,1/23/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,0,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
1/28/2021,1/28/2021,1/28/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,MH02,Company India Pune,10000237,HCCL,Allot,CompanyOUT,,Customer Transport,Belt,A140000002,BW Strapping Belt(double end 7 meters with Latches and Hooks),10,Nos,225,2020/8636,1/28/2021,1/29/2021,C,Rent,Beverage,Allot,Customer Transport,,,,,Belts & Wedges,,
1/28/2021,1/28/2021,1/28/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,MH02,Company India Pune,10000237,HCCL,Allot,CompanyOUT,,Customer Transport,Wedges,A140000009,BW LLDP Wedge(1000 x 130 x 200),954,Nos,370,2020/8636,1/28/2021,1/29/2021,C,Rent,Beverage,Allot,Customer Transport,,,,,Belts & Wedges,,
2/2/2021,2/2/2021,2/2/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,MP02,Company India Indore,10000237,HCCL,Allot,CompanyOUT,0,Customer Transport,Belt,A140000002,BW Strapping Belt(double end 7 meters with Latches and Hooks),2,Nos,225,2020/8862,2/2/2021,2/3/2021,C,Rent,Beverage,Allot,Customer Transport,,0,,,Belts & Wedges,,
2/2/2021,2/2/2021,2/2/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,MP02,Company India Indore,10000237,HCCL,Allot,CompanyOUT,0,Customer Transport,Wedges,A140000009,BW LLDP Wedge(1000 x 130 x 200),478,Nos,370,2020/8862,2/2/2021,2/3/2021,C,Rent,Beverage,Allot,Customer Transport,,0,,,Belts & Wedges,,
2/8/2021,2/8/2021,2/8/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,0,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
2/9/2021,2/9/2021,2/9/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,0,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
2/9/2021,2/9/2021,2/9/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Active Enterprises,,0,,,Wooden Pallet,,
2/9/2021,2/9/2021,2/9/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,0,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7638,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Customer Transport,,0,,,Wooden Pallet,,
2/9/2021,2/9/2021,2/9/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Active Enterprises,,,,,Wooden Pallet,,
2/10/2021,2/10/2021,2/10/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Active Enterprises,,0,,,Wooden Pallet,,
2/10/2021,2/10/2021,2/10/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Active Enterprises,,0,,,Wooden Pallet,,
2/11/2021,2/11/2021,2/11/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Active Enterprises,,0,,,Wooden Pallet,,
2/11/2021,2/11/2021,2/11/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Active Enterprises,,0,,,Wooden Pallet,,
2/12/2021,2/12/2021,2/12/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Active Enterprises,,0,,,Wooden Pallet,,
2/12/2021,2/12/2021,2/12/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Active Enterprises,,0,,,Wooden Pallet,,
2/13/2021,2/13/2021,2/13/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Active Enterprises,,0,,,Wooden Pallet,,
2/13/2021,2/13/2021,2/13/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,3995,,,,Wooden Pallet,,
2/13/2021,2/13/2021,2/13/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Active Enterprises,,0,,,Wooden Pallet,,
2/15/2021,2/15/2021,2/15/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/9293,2/15/2021,2/16/2021,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,,,,Wooden Pallet,,
2/15/2021,2/15/2021,2/15/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/7654,12/28/2020,12/29/2020,C,Rent,Beverage,Allot,Active Enterprises,,0,,,Wooden Pallet,,
2/16/2021,2/16/2021,2/16/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/9293,2/15/2021,2/16/2021,C,Rent,Beverage,Allot,Active Enterprises,,,,,Wooden Pallet,,
2/16/2021,2/16/2021,2/16/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/9293,2/15/2021,2/16/2021,C,Rent,Beverage,Allot,LOGISTICS TECK LLP,,,,,Wooden Pallet,,
2/17/2021,2/17/2021,2/17/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4500,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/9293,2/15/2021,2/16/2021,C,Rent,Beverage,Allot,Active Enterprises,,,,,Wooden Pallet,,
2/17/2021,2/17/2021,2/17/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,4000,Company Transport borne by customer,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,312,Nos,2060,2020/9293,2/15/2021,2/16/2021,C,Rent,Beverage,Allot,Active Enterprises,,0,,,Wooden Pallet,,
2/18/2021,2/18/2021,2/18/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,4,Nos,2060,2020/9385,2/18/2021,2/19/2021,C,Rent,Beverage,Allot,Customer Transport,,,,,Wooden Pallet,,
2/18/2021,2/18/2021,2/18/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wedges,A140000009,BW LLDP Wedge(1000 x 130 x 200),500,Nos,370,2020/9385,2/18/2021,2/19/2021,C,Rent,Beverage,Allot,Customer Transport,,,,,Belts & Wedges,,
2/20/2021,2/20/2021,2/20/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Belt,A140000002,BW Strapping Belt(double end 7 meters with Latches and Hooks),1,Nos,225,2020/9500,2/20/2021,2/22/2021,C,Rent,Beverage,Allot,Customer Transport,,,,,Belts & Wedges,,
2/20/2021,2/20/2021,2/20/2021,10000237,HCCL,FMCG,West,RENTAL,Ahmedabad,Gujarat,GJ02,Company India Kanera,10000237,HCCL,Allot,CompanyOUT,6,Customer Transport,Wooden Pallet,A010000035,WP 1210 1200 x 1000 x 157 PL Pallet SW,1,Nos,2060,2020/9493,2/20/2021,2/22/2021,C,Rent,Beverage,Allot,Customer Transport,,,,,Wooden Pallet,,
